mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
5.3,"254 km WSW of Olonkinbyen, Svalbard and Jan Mayen",1684206537581,1690161400040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc7g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc7g&format=geojson,,,,,reviewed,0,432,us,6000kc7g,",us6000kc7g,",",us,",",moment-tensor,origin,phase-data,",107.0,2.377,0.63,38.0,mww,earthquake,"M 5.3 - 254 km WSW of Olonkinbyen, Svalbard and Jan Mayen"
4.6,"253 km WSW of Olonkinbyen, Svalbard and Jan Mayen",1684204727354,1690161400040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kd77,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kd77&format=geojson,,,,,reviewed,0,326,us,6000kd77,",us6000kd77,",",us,",",origin,phase-data,",83.0,6.077,0.63,57.0,mb,earthquake,"M 4.6 - 253 km WSW of Olonkinbyen, Svalbard and Jan Mayen"
4.5,Fiji region,1684191007027,1690161402040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc65,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc65&format=geojson,,,,,reviewed,0,312,us,6000kc65,",us6000kc65,",",us,",",origin,phase-data,",74.0,3.482,0.52,79.0,mb,earthquake,M 4.5 - Fiji region
4.6,"28 km N of Adi Keyh, Eritrea",1684177512823,1690963020129,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc4a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc4a&format=geojson,3.0,3.8,,,reviewed,0,327,us,6000kc4a,",us6000kc4a,",",us,",",dyfi,origin,phase-data,",88.0,4.878,0.69,54.0,mb,earthquake,"M 4.6 - 28 km N of Adi Keyh, Eritrea"
4.5,Fiji region,1684168885916,1690161406040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc3h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc3h&format=geojson,,,,,reviewed,0,312,us,6000kc3h,",us6000kc3h,",",us,",",origin,phase-data,",36.0,2.918,0.76,86.0,mb,earthquake,M 4.5 - Fiji region
4.6,"143 km W of Tobelo, Indonesia",1684167803392,1690161406040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc36,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc36&format=geojson,,,,,reviewed,0,326,us,6000kc36,",us6000kc36,",",us,",",origin,phase-data,",41.0,1.332,0.55,87.0,mb,earthquake,"M 4.6 - 143 km W of Tobelo, Indonesia"
4.8,"85 km SE of Modisi, Indonesia",1684167002838,1690161406040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc33,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc33&format=geojson,,,,,reviewed,0,354,us,6000kc33,",us6000kc33,",",us,",",origin,phase-data,",96.0,2.379,1.09,33.0,mb,earthquake,"M 4.8 - 85 km SE of Modisi, Indonesia"
4.5,Kermadec Islands region,1684156917683,1690161407040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc1b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc1b&format=geojson,,,,,reviewed,0,312,us,6000kc1b,",us6000kc1b,",",us,",",origin,phase-data,",25.0,2.427,0.93,137.0,mb,earthquake,M 4.5 - Kermadec Islands region
4.6,"158 km S of Shimoda, Japan",1684143871380,1690161408040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc08,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc08&format=geojson,,,,,reviewed,0,326,us,6000kc08,",us6000kc08,",",us,",",origin,phase-data,",53.0,0.453,0.7,58.0,mb,earthquake,"M 4.6 - 158 km S of Shimoda, Japan"
5.3,"73 km W of Abra Pampa, Argentina",1684136379358,1690161409040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbzl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbzl&format=geojson,1.0,2.0,,,reviewed,0,432,us,6000kbzl,",us6000kbzl,usauto6000kbzl,",",us,usauto,",",dyfi,internal-moment-tensor,moment-tensor,origin,phase-data,",163.0,1.637,0.79,32.0,mww,earthquake,"M 5.3 - 73 km W of Abra Pampa, Argentina"
5.0,"54 km ENE of Kuril’sk, Russia",1684101611272,1690161414040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbx7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbx7&format=geojson,,,,,reviewed,0,385,us,6000kbx7,",us6000kbx7,",",us,",",origin,phase-data,",118.0,4.276,0.55,85.0,mww,earthquake,"M 5.0 - 54 km ENE of Kuril’sk, Russia"
4.5,Fiji region,1684089768413,1690161415040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbwi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbwi&format=geojson,,,,,reviewed,0,312,us,6000kbwi,",us6000kbwi,",",us,",",origin,phase-data,",58.0,3.423,0.81,79.0,mb,earthquake,M 4.5 - Fiji region
4.6,Greenland Sea,1684087042360,1690161416040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbw9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbw9&format=geojson,,,,,reviewed,0,326,us,6000kbw9,",us6000kbw9,",",us,",",origin,phase-data,",96.0,3.492,0.7,72.0,mb,earthquake,M 4.6 - Greenland Sea
5.0,southern Mid-Atlantic Ridge,1684084769550,1690161416040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcwf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcwf&format=geojson,,,,,reviewed,0,385,us,6000kcwf,",us6000kcwf,",",us,",",origin,phase-data,",35.0,16.684,0.7,50.0,mb,earthquake,M 5.0 - southern Mid-Atlantic Ridge
4.6,"12 km N of Jordán, Colombia",1684082589036,1690161416040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbvy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbvy&format=geojson,1.0,2.2,,,reviewed,0,326,us,6000kbvy,",us6000kbvy,",",us,",",dyfi,origin,phase-data,",50.0,0.948,0.67,43.0,mb,earthquake,"M 4.6 - 12 km N of Jordán, Colombia"
5.1,"Izu Islands, Japan region",1684081372640,1690161417040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbvu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbvu&format=geojson,,,,,reviewed,0,400,us,6000kbvu,",us6000kbvu,",",us,",",moment-tensor,origin,phase-data,",78.0,0.585,0.71,63.0,mww,earthquake,"M 5.1 - Izu Islands, Japan region"
5.0,"61 km WSW of Ternate, Indonesia",1684078340510,1690161417040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbvg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbvg&format=geojson,1.0,3.4,,,reviewed,0,385,us,6000kbvg,",us6000kbvg,",",us,",",dyfi,origin,phase-data,",55.0,0.528,0.58,50.0,mww,earthquake,"M 5.0 - 61 km WSW of Ternate, Indonesia"
4.5,"24 km W of Las Brisas, Mexico",1684077495416,1690161418040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbvb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbvb&format=geojson,3.0,3.4,4.233,,reviewed,0,313,us,6000kbvb,",ci40225031,us6000kbvb,",",ci,us,",",dyfi,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",109.0,0.443,0.75,180.0,mwr,earthquake,"M 4.5 - 24 km W of Las Brisas, Mexico"
4.9,"Izu Islands, Japan region",1684074058003,1690161418040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbv1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbv1&format=geojson,,,,,reviewed,0,369,us,6000kbv1,",us6000kbv1,",",us,",",origin,phase-data,",44.0,0.485,0.92,70.0,mb,earthquake,"M 4.9 - Izu Islands, Japan region"
4.8,"154 km SSE of Shimoda, Japan",1684073129590,1690161419040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcwc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcwc&format=geojson,,,,,reviewed,0,354,us,6000kcwc,",us6000kcwc,",",us,",",origin,phase-data,",27.0,0.485,0.6,70.0,mb,earthquake,"M 4.8 - 154 km SSE of Shimoda, Japan"
5.2,"Izu Islands, Japan region",1684073010352,1690161419040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbuz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbuz&format=geojson,,,,,reviewed,0,416,us,6000kbuz,",usauto6000kbuz,us6000kbuz,",",usauto,us,",",internal-moment-tensor,moment-tensor,origin,phase-data,",82.0,0.486,0.72,75.0,mww,earthquake,"M 5.2 - Izu Islands, Japan region"
4.7,Banda Sea,1684072698051,1690161419040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbuy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbuy&format=geojson,,,,,reviewed,0,340,us,6000kbuy,",us6000kbuy,",",us,",",origin,phase-data,",38.0,2.386,0.64,95.0,mb,earthquake,M 4.7 - Banda Sea
5.0,"145 km SSE of Shimoda, Japan",1684072557089,1690161419040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbuw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbuw&format=geojson,,,,,reviewed,0,385,us,6000kbuw,",us6000kbuw,",",us,",",moment-tensor,origin,phase-data,",51.0,0.465,0.93,79.0,mww,earthquake,"M 5.0 - 145 km SSE of Shimoda, Japan"
5.0,"14 km E of Malim, Philippines",1684068271775,1690161420040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbun,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbun&format=geojson,5.0,3.4,,,reviewed,0,386,us,6000kbun,",us6000kbun,",",us,",",dyfi,moment-tensor,origin,phase-data,",72.0,2.039,0.4,73.0,mww,earthquake,"M 5.0 - 14 km E of Malim, Philippines"
4.8,"162 km S of Shimoda, Japan",1684063747393,1690161420040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbuc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbuc&format=geojson,,,,,reviewed,0,354,us,6000kbuc,",us6000kbuc,",",us,",",origin,phase-data,",77.0,0.467,0.37,54.0,mb,earthquake,"M 4.8 - 162 km S of Shimoda, Japan"
4.9,Reykjanes Ridge,1684063673156,1690161420040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbua,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbua&format=geojson,,,,,reviewed,0,369,us,6000kbua,",us6000kbua,",",us,",",origin,phase-data,",94.0,7.284,0.51,47.0,mb,earthquake,M 4.9 - Reykjanes Ridge
5.6,"141 km SSE of Shimoda, Japan",1684059095287,1690161421040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbtz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbtz&format=geojson,1.0,1.0,4.052,green,reviewed,0,483,us,6000kbtz,",us6000kbtz,usauto6000kbtz,pt23134000,",",us,usauto,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",122.0,0.523,0.67,42.0,mww,earthquake,"M 5.6 - 141 km SSE of Shimoda, Japan"
5.1,"222 km NNE of Fais, Micronesia",1684057782073,1715594393990,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbtw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbtw&format=geojson,,,,,reviewed,0,400,us,6000kbtw,",us6000kbtw,",",us,",",oaf,origin,phase-data,",64.0,3.821,0.57,48.0,mww,earthquake,"M 5.1 - 222 km NNE of Fais, Micronesia"
4.6,"157 km S of Shimoda, Japan",1684053971059,1690161422040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcvv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcvv&format=geojson,,,,,reviewed,0,326,us,6000kcvv,",us6000kcvv,",",us,",",origin,phase-data,",33.0,0.481,0.53,67.0,mb,earthquake,"M 4.6 - 157 km S of Shimoda, Japan"
5.0,"158 km SSE of Shimoda, Japan",1684053849023,1690161422040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbtl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbtl&format=geojson,,,,,reviewed,0,385,us,6000kbtl,",us6000kbtl,",",us,",",moment-tensor,origin,phase-data,",99.0,0.339,0.35,73.0,mww,earthquake,"M 5.0 - 158 km SSE of Shimoda, Japan"
4.7,"154 km SSE of Shimoda, Japan",1684053026292,1690161423040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcvr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcvr&format=geojson,,,,,reviewed,0,340,us,6000kcvr,",us6000kcvr,",",us,",",origin,phase-data,",69.0,0.45,0.54,45.0,mb,earthquake,"M 4.7 - 154 km SSE of Shimoda, Japan"
4.6,"151 km SSE of Shimoda, Japan",1684052735737,1690161423040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcwp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcwp&format=geojson,,,,,reviewed,0,326,us,6000kcwp,",us6000kcwp,",",us,",",origin,phase-data,",30.0,0.479,0.6,73.0,mb,earthquake,"M 4.6 - 151 km SSE of Shimoda, Japan"
5.8,"156 km SSE of Shimoda, Japan",1684052501726,1690161423040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbtf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbtf&format=geojson,,,4.014,green,reviewed,0,518,us,6000kbtf,",usauto6000kbtf,us6000kbtf,",",usauto,us,",",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",171.0,0.424,0.56,23.0,mww,earthquake,"M 5.8 - 156 km SSE of Shimoda, Japan"
4.5,"19 km N of Masohi, Indonesia",1684052344928,1690161423040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcvt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcvt&format=geojson,,,,,reviewed,0,312,us,6000kcvt,",us6000kcvt,",",us,",",origin,phase-data,",30.0,1.682,0.51,108.0,mb,earthquake,"M 4.5 - 19 km N of Masohi, Indonesia"
5.4,"149 km SSE of Shimoda, Japan",1684051917378,1690161424040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbta,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbta&format=geojson,0.0,1.0,4.269,green,reviewed,0,449,us,6000kbta,",us6000kbta,usauto6000kbta,",",us,usauto,",",dyfi,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",136.0,0.453,0.6,38.0,mww,earthquake,"M 5.4 - 149 km SSE of Shimoda, Japan"
4.8,Mid-Indian Ridge,1684051625616,1690161424040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbte,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbte&format=geojson,,,,,reviewed,0,354,us,6000kbte,",us6000kbte,",",us,",",origin,phase-data,",54.0,6.236,0.31,75.0,mb,earthquake,M 4.8 - Mid-Indian Ridge
4.7,"157 km SSE of Shimoda, Japan",1684047804359,1690161424040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbt2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbt2&format=geojson,,,,,reviewed,0,340,us,6000kbt2,",us6000kbt2,",",us,",",origin,phase-data,",81.0,0.406,0.54,65.0,mb,earthquake,"M 4.7 - 157 km SSE of Shimoda, Japan"
5.2,"166 km NNW of Maubara, Timor Leste",1684044832805,1690161425040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbsi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbsi&format=geojson,,,,,reviewed,0,416,us,6000kbsi,",us6000kbsi,",",us,",",moment-tensor,origin,phase-data,",84.0,2.527,0.5,39.0,mww,earthquake,"M 5.2 - 166 km NNW of Maubara, Timor Leste"
4.8,Colombia,1684044257791,1690161425040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbsg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbsg&format=geojson,21.0,3.7,,,reviewed,0,362,us,6000kbsg,",us6000kbsg,",",us,",",dyfi,origin,phase-data,",97.0,1.007,0.6,131.0,mb,earthquake,M 4.8 - Colombia
4.7,"90 km SSE of Klyuchi, Russia",1684043854813,1690161425040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbsc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbsc&format=geojson,,,,,reviewed,0,340,us,6000kbsc,",us6000kbsc,",",us,",",origin,phase-data,",108.0,3.039,0.58,114.0,mb,earthquake,"M 4.7 - 90 km SSE of Klyuchi, Russia"
5.4,"71 km WNW of Nikolski, Alaska",1684009187550,1715545802772,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbqn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbqn&format=geojson,,,3.882,green,reviewed,1,449,us,6000kbqn,",us6000kbqn,at00rum5sz,ak02364ai07q,",",us,at,ak,",",ground-failure,impact-link,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",71.0,0.373,1.01,57.0,mww,earthquake,"M 5.4 - 71 km WNW of Nikolski, Alaska"
4.9,"6 km NE of Kiupo, Philippines",1684005406120,1690053439040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbqf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbqf&format=geojson,1.0,2.9,,,reviewed,0,370,us,6000kbqf,",us6000kbqf,",",us,",",dyfi,origin,phase-data,",101.0,1.203,0.87,86.0,mb,earthquake,"M 4.9 - 6 km NE of Kiupo, Philippines"
4.5,"5 km NW of Paján, Ecuador",1684004377367,1690053439040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbqc&format=geojson,,,,,reviewed,0,312,us,6000kbqc,",us6000kbqc,",",us,",",origin,phase-data,",71.0,1.302,0.82,150.0,mb,earthquake,"M 4.5 - 5 km NW of Paján, Ecuador"
4.6,"Bonin Islands, Japan region",1683998312527,1705607794760,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbq3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbq3&format=geojson,,,,,reviewed,0,326,us,6000kbq3,",us6000kbq3,",",us,",",earthquake-name,origin,phase-data,",109.0,6.896,0.52,48.0,mb,earthquake,"M 4.6 - Bonin Islands, Japan region"
4.5,southern East Pacific Rise,1683994672198,1705607793056,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcu9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcu9&format=geojson,,,,,reviewed,0,312,us,6000kcu9,",us6000kcu9,",",us,",",earthquake-name,origin,phase-data,",13.0,27.354,0.56,128.0,mb,earthquake,M 4.5 - southern East Pacific Rise
5.0,Philippine Islands region,1683988663821,1690053438040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbpk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbpk&format=geojson,1.0,4.3,,,reviewed,0,385,us,6000kbpk,",us6000kbpk,",",us,",",dyfi,moment-tensor,origin,phase-data,",75.0,3.072,0.7,59.0,mww,earthquake,M 5.0 - Philippine Islands region
4.5,Iran-Iraq border region,1683987481474,1690053438040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbpi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbpi&format=geojson,1.0,6.3,,,reviewed,0,312,us,6000kbpi,",us6000kbpi,",",us,",",dyfi,origin,phase-data,",47.0,3.363,0.93,185.0,mb,earthquake,M 4.5 - Iran-Iraq border region
4.6,south of the Fiji Islands,1683986409460,1705607789691,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcu7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcu7&format=geojson,,,,,reviewed,0,326,us,6000kcu7,",us6000kcu7,",",us,",",earthquake-name,origin,phase-data,",24.0,4.81,0.56,80.0,mb,earthquake,M 4.6 - south of the Fiji Islands
4.5,"50 km NNE of Khorugh, Tajikistan",1683984342337,1690053437040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbpa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbpa&format=geojson,,,,,reviewed,0,312,us,6000kbpa,",us6000kbpa,",",us,",",origin,phase-data,",27.0,1.551,0.82,64.0,mb,earthquake,"M 4.5 - 50 km NNE of Khorugh, Tajikistan"
4.9,"12 km NW of Santa Monica, Philippines",1683962495697,1690053436040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbna,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbna&format=geojson,,,,,reviewed,0,369,us,6000kbna,",us6000kbna,",",us,",",origin,phase-data,",89.0,3.035,0.7,114.0,mb,earthquake,"M 4.9 - 12 km NW of Santa Monica, Philippines"
5.2,"53 km SW of Kurio, Japan",1683961827414,1690053435040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbn7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbn7&format=geojson,,,,,reviewed,0,416,us,6000kbn7,",usauto6000kbn7,us6000kbn7,",",usauto,us,",",internal-moment-tensor,moment-tensor,origin,phase-data,",143.0,1.568,0.63,51.0,mww,earthquake,"M 5.2 - 53 km SW of Kurio, Japan"
4.6,"Kermadec Islands, New Zealand",1683956502922,1705607786461,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbmp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbmp&format=geojson,,,,,reviewed,0,326,us,6000kbmp,",us6000kbmp,",",us,",",earthquake-name,origin,phase-data,",51.0,0.798,0.84,105.0,mb,earthquake,"M 4.6 - Kermadec Islands, New Zealand"
4.6,"36 km SW of Cañete, Chile",1683953485056,1690053435040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbmg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbmg&format=geojson,3.0,2.7,,,reviewed,0,326,us,6000kbmg,",us6000kbmg,",",us,",",dyfi,moment-tensor,origin,phase-data,",51.0,1.362,0.98,134.0,mwr,earthquake,"M 4.6 - 36 km SW of Cañete, Chile"
4.6,Southern Alaska,1683950037245,1690053434040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023640kxsy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023640kxsy&format=geojson,300.0,3.3,4.164,green,reviewed,1,425,ak,023640kxsy,",ak023640kxsy,at00rukw5x,us6000kbm6,",",ak,at,us,",",dyfi,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.94,,mb,earthquake,M 4.6 - Southern Alaska
4.8,Mariana Islands region,1683944397328,1705607783063,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kblx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kblx&format=geojson,,,,,reviewed,0,354,us,6000kblx,",us6000kblx,",",us,",",earthquake-name,origin,phase-data,",54.0,3.847,0.89,40.0,mb,earthquake,M 4.8 - Mariana Islands region
